Data Source,Time,Value
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 02:44:41.047028,2590
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 02:45:41.03801,2433
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 02:46:41.060028,2401
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 02:47:41.036011,2890
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 02:48:41.073028,2401
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 02:49:41.034012,2433
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 02:50:41.039001,3182
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 02:51:41.062027,2575
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 02:52:41.05101,2512
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 02:53:41.04303,3072
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 02:54:41.049011,3341
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 02:55:41.056015,3531
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 02:56:41.045028,3373
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 02:57:41.03801,3153
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 02:58:41.060028,3042
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 02:59:41.035003,3042
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:00:41.041016,2884
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:01:41.032028,3216
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:02:41.03801,3310
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:03:41.045028,2606
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:04:41.05101,2512
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:05:41.057022,3134
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:06:41.032028,2764
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:07:41.041016,2992
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:08:41.031021,3623
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:09:41.037002,3229
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:10:41.059021,2843
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:11:41.035003,2858
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:12:41.041016,2511
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:13:41.032028,2687
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:14:41.052002,2837
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:15:41.060028,2979
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:16:41.050003,2947
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:17:41.058029,3357
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:18:41.033005,2805
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:19:41.039001,2852
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:20:41.04602,2931
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:21:41.037002,3105
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:22:41.042023,2758
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:23:41.033005,2575
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:24:41.039001,2748
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:25:41.06102,2559
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:26:41.037002,2764
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:27:41.060028,2686
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:28:41.036011,2528
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:29:41.04303,2733
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:30:41.049011,3009
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:31:41.040008,3056
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:32:41.060028,2780
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:33:41.037002,2540
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:34:41.04303,2745
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:35:41.049011,2634
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:36:41.040008,2681
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:37:41.04602,3028
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:38:41.03801,2587
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:39:41.04303,2374
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:40:41.034012,2603
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:41:41.040008,2571
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:42:41.04602,2295
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:43:41.03801,2453
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:44:41.04303,2430
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:45:41.05101,3092
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:46:41.040008,2760
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:47:41.033005,2477
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:48:41.040008,2603
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:49:41.031021,2556
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:50:41.037002,2697
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:51:41.044022,2216
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:52:41.033005,2666
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:53:41.040008,2508
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:54:41.031021,2981
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:55:41.053009,3478
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:56:41.044022,3218
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:57:41.05101,2902
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:58:41.042023,2264
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 03:59:41.048004,2886
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:00:41.055008,3044
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:01:41.06102,2981
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:02:41.037002,3249
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:03:41.042023,3289
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:04:41.048004,3137
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:05:41.055008,2964
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:06:41.04602,3697
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:07:41.055008,3469
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:08:41.044022,3074
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:09:41.035003,3153
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:10:41.041016,2774
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:11:41.032028,2980
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:12:41.03801,3508
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:13:41.044022,3696
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:14:41.035003,3901
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:15:41.057022,4011
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:16:41.048004,3561
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:17:41.041016,3451
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:18:41.031021,3372
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:19:41.054001,3436
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:20:41.045028,3419
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:21:41.035003,3680
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:22:41.041016,3680
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:23:41.031021,3664
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:24:41.054001,3901
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:25:41.045028,3594
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:26:41.050003,3420
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:27:41.058029,3854
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:28:41.048004,3136
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:29:41.039001,3199
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:30:41.045028,3649
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:31:41.052002,3041
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:32:41.042023,3609
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:33:41.034012,2994
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:34:41.039001,2852
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:35:41.06102,3104
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:36:41.036011,3025
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:37:41.044022,3183
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:38:41.05101,3403
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:39:41.042023,3499
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:40:41.033005,3436
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:41:41.055008,3340
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:42:41.04602,3215
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:43:41.05101,3562
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:44:41.042023,3664
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:45:41.065002,3790
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:46:41.055008,3420
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:47:41.064011,3294
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:48:41.053009,3073
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:49:41.060028,2931
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:50:41.036011,2821
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:51:41.056015,2718
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:52:41.032028,3010
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:53:41.053009,3294
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:54:41.044022,3215
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:55:41.036011,3326
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:56:41.042023,3388
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:57:41.035003,3452
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:58:41.041016,3057
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 04:59:41.032028,3136
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:00:41.054001,3199
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:01:41.044022,3229
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:02:41.05101,3010
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:03:41.057022,3008
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:04:41.048004,3246
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:05:41.03801,3104
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:06:41.045028,3262
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:07:41.052002,3466
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:08:41.058029,3198
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:09:41.032028,3324
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:10:41.054001,3262
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:11:41.060028,3325
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:12:41.036011,3609
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:13:41.04303,3562
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:14:41.048004,3406
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:15:41.054001,3169
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:16:41.045028,3477
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:17:41.03801,3635
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:18:41.06102,3746
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:19:41.036011,4092
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:20:41.042023,4122
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:21:41.033005,3887
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:22:41.03801,3981
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:23:41.06102,3824
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:24:41.036011,3494
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:25:41.058029,3557
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:26:41.049011,3155
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:27:41.040008,3747
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:28:41.032028,3296
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:29:41.03801,3281
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:30:41.060028,3352
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:31:41.034012,3447
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:32:41.042023,3463
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:33:41.047028,3872
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:34:41.053009,4456
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:35:41.060028,4077
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:36:41.05101,3683
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:37:41.058029,3936
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:38:41.033005,4212
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:39:41.040008,4266
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:40:41.062027,4454
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:41:41.052002,4265
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:42:41.060028,4487
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:43:41.049011,4234
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:44:41.056015,4031
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:45:41.04602,3840
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:46:41.053009,4046
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:47:41.04602,4282
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:48:41.037002,4030
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:49:41.042023,4314
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:50:41.050003,3951
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:51:41.040008,4519
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:52:41.062027,4801
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:53:41.037002,4236
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:54:41.059021,4243
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:55:41.034012,4156
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:56:41.040008,4015
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:57:41.031021,3792
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:58:41.037002,4298
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 05:59:41.076019,3982
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:00:41.050003,4165
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:01:41.041016,4227
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:02:41.031021,4252
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:03:41.053009,4441
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:04:41.044022,4503
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:05:41.097,4566
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:06:41.057022,4693
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:07:41.035003,5008
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:08:41.057022,4898
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:09:41.047028,4724
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:10:41.03801,4756
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:11:41.060028,4630
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:12:41.05101,5309
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:13:41.041016,4928
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:14:41.032028,4724
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:15:41.03801,5214
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:16:41.060028,5181
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:17:41.084015,4644
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:18:41.04303,4929
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:19:41.033005,5055
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:20:41.039001,5356
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:21:41.047028,5054
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:22:41.037002,5355
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:23:41.04303,5229
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:24:41.033005,5529
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:25:41.041016,5323
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:26:41.047028,4913
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:27:41.040008,4897
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:28:41.04602,4630
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:29:41.037002,5006
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:30:41.04303,4756
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:31:41.034012,4549
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:32:41.040008,4740
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:33:41.062027,4960
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:34:41.037002,4582
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:35:41.059021,5166
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:36:41.049011,4644
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:37:41.041016,4709
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:38:41.047028,5196
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:39:41.03801,5229
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:40:41.045028,5165
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:41:41.05101,5040
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:42:41.041016,4691
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:43:41.049011,5103
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:44:41.03801,5119
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:45:41.060028,4977
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:46:41.05101,5103
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:47:41.058029,5385
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 06:48:41.049011,5355
