Data Source,Time,Value
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:18:41.053009,4706
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:19:41.044022,5132
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:20:41.035003,4477
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:21:41.058029,4752
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:22:41.032028,4524
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:23:41.03801,4486
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:24:41.044022,4598
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:25:41.05101,4550
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:26:41.041016,4929
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:27:41.05101,4833
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:28:41.040008,4756
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:29:41.032028,4771
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:30:41.053009,4803
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:31:41.060028,4756
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:32:41.034012,5260
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:33:41.057022,4518
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:34:41.048004,4880
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:35:41.053009,4864
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:36:41.060028,4879
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:37:41.05101,4579
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:38:41.057022,4294
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:39:41.033005,4958
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:40:41.039001,5083
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:41:41.06102,4910
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:42:41.05101,4596
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:43:41.042023,4959
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:44:41.048004,4899
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:45:41.055008,4363
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:46:41.04602,3921
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:47:41.054001,4457
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:48:41.06102,4252
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:49:41.052002,4710
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:50:41.058029,4615
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:51:41.049011,4819
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:52:41.054001,4709
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:53:41.06102,5166
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:54:41.052002,4773
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:55:41.041016,4883
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:56:41.049011,5041
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:57:41.056015,4773
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:58:41.047028,4127
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 13:59:41.054001,4196
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:00:41.044022,5230
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:01:41.050003,5041
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:02:41.056015,4347
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:03:41.047028,4644
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:04:41.039001,4566
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:05:41.060028,4336
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:06:41.035003,4786
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:07:41.060028,4894
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:08:41.049011,4801
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:09:41.041016,4587
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:10:41.047028,4960
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:11:41.054001,4707
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:12:41.060028,4944
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:13:41.049011,5277
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:14:41.041016,4457
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:15:41.047028,5404
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:16:41.054001,4804
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:17:41.044022,4915
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:18:41.05101,4883
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:19:41.057022,4552
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:20:41.048004,4582
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:21:41.03801,5309
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:22:41.06102,5150
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:23:41.05101,5339
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:24:41.057022,5150
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:25:41.048004,4659
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:26:41.055008,4866
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:27:41.047028,5322
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:28:41.03801,4865
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:29:41.060028,5087
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:30:41.050003,5132
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:31:41.057022,4880
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:32:41.047028,4961
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:33:41.053009,5086
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:34:41.044022,5243
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:35:41.035003,4942
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:36:41.057022,4612
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:37:41.035003,5006
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:38:41.057022,5180
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:39:41.04602,4581
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:40:41.037002,4676
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:41:41.059021,4446
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:42:41.035003,4753
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:43:41.041016,4582
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:44:41.048004,4821
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:45:41.054001,4789
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:46:41.045028,4946
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:47:41.036011,5104
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:48:41.044022,5199
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:49:41.033005,5167
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:50:41.040008,5278
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:51:41.06102,4347
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:52:41.052002,3763
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:53:41.059021,3967
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:54:41.049011,4547
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:55:41.055008,4452
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:56:41.063004,4774
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:57:41.039001,4742
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:58:41.062027,4547
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 14:59:41.052002,4245
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:00:41.058029,4546
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:01:41.034012,4602
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:02:41.056015,4743
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:03:41.04602,4325
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:04:41.053009,4844
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:05:41.058029,4954
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:06:41.050003,4813
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:07:41.056015,4260
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:08:41.047028,3684
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:09:41.03801,4024
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:10:41.059021,4196
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:11:41.06601,4686
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:12:41.072021,4655
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:13:41.047028,4631
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:14:41.053009,3961
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:15:41.059021,4457
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:16:41.034012,4379
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:17:41.044022,3810
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:18:41.050003,4221
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:19:41.056015,4055
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:20:41.04602,4631
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:21:41.053009,4600
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:22:41.059021,4710
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:23:41.050003,4722
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:24:41.057022,4784
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:25:41.04602,4705
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:26:41.069,4626
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:27:41.04602,4499
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:28:41.053009,4547
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:29:41.059021,4705
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:30:41.033005,4894
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:31:41.055008,4721
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:32:41.06102,4452
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:33:41.053009,4390
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:34:41.059021,4736
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:35:41.049011,4266
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:36:41.055008,4250
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:37:41.048004,4769
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:38:41.054001,4880
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:39:41.045028,4833
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:40:41.067001,4974
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:41:41.057022,4659
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:42:41.064011,4501
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:43:41.054001,4507
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:44:41.045028,4332
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:45:41.083008,4961
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:46:41.073028,4820
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:47:41.050003,4791
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:48:41.057022,4426
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:49:41.048004,4743
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:50:41.039001,4491
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:51:41.06102,4206
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:52:41.052002,4254
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:53:41.057022,4592
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:54:41.048004,4324
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:55:41.055008,4546
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:56:41.06102,4215
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:57:41.052002,3821
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:58:41.058029,14653
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 15:59:41.049011,14654
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:00:41.056015,14890
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:01:41.06102,14606
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:02:41.036011,15221
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:03:41.058029,15588
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:04:41.049011,15493
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:05:41.056015,15335
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:06:41.077026,15036
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:07:41.040008,14876
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:08:41.062027,14847
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:09:41.036011,14893
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:10:41.059021,15021
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:11:41.034012,15367
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:12:41.040008,15052
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:13:41.04602,15163
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:14:41.05101,15603
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:15:41.059021,15383
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:16:41.049011,15667
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:17:41.041016,16030
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:18:41.047028,16108
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:19:41.054001,16345
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:20:41.060028,16392
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:21:41.05101,16203
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:22:41.057022,16108
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:23:41.079025,15904
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:24:41.03801,15855
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:25:41.060028,15967
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:26:41.05101,15303
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:27:41.058029,15067
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:28:41.050003,14185
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:29:41.056015,14152
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:30:41.047028,14421
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:31:41.053009,14105
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:32:41.060028,13979
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:33:41.050003,13869
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:34:41.056015,13743
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:35:41.032028,13538
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:36:41.03801,13838
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:37:41.06102,12625
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:38:41.052002,12671
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:39:41.04303,12214
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:40:41.048004,12056
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:41:41.056015,11819
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:42:41.045028,11741
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:43:41.037002,11471
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:44:41.058029,11062
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:45:41.050003,11157
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:46:41.039001,10306
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:47:41.048004,8856
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:48:41.054001,8067
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:49:41.060028,7861
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:50:41.067001,7468
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:51:41.057022,7815
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:52:41.048004,7215
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:53:41.054001,7106
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:54:41.045028,7088
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:55:41.05101,6853
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:56:41.057022,6696
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:57:41.05101,6380
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:58:41.056015,5056
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 16:59:41.047028,4299
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 17:00:41.03801,3857
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 17:01:41.060028,3542
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 17:02:41.05101,3526
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 17:03:41.058029,3936
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 17:04:41.032028,4180
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 17:05:41.03801,3967
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 17:06:41.060028,3966
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 17:07:41.052002,4367
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 17:08:41.042023,4274
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 17:09:41.033005,4598
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 17:10:41.055008,4787
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 17:11:41.06102,4788
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 17:12:41.052002,4961
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 17:13:41.058029,4900
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 17:14:41.049011,5232
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 17:15:41.055008,4868
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 17:16:41.06102,4821
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 17:17:41.054001,5232
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 17:18:41.06102,4615
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 17:19:41.052002,4664
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 17:20:41.058029,4711
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 17:21:41.048004,4885
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 17:22:41.054001,4837
